"INTERCEPT","AGE","AGE_DON","BMI_CALC","CREAT_TRR","DAYS_STAT1","DAYSWAIT_CHRON","HEMO_SYS_TCR","HEMO_SYS_TRR","HGT_CM_CALC","HGT_CM_DON_CALC","HGT_CM_TCR","INIT_HGT_CM_CALC","ISCHTIME","SGOT_DON","TBILI","TBILI_DON","PVR","AMIS_ONE_MISMATCHED","ANTIHYPE_DON_N","BMIS_ONE_MISMATCHED","COD_CAD_DON_CEREBROVASCULAR_STROKE","CONTIN_CIG_DON_UNKNOWN","CORONARY_ANGIO_UNKNOWN","DIAG_DILATED_MYOPATHY_OTH","DIAG_OTHER","FUNC_STAT_TRR_ABLE","FUNC_STAT_TRR_ASSISTED","FUNC_STAT_TRR_OTHER","GENDER_DON_F","HIST_OTH_DRUG_DON_N","HTLV2_OLD_DON_OTHER","INOTROP_VASO_CO_TRR_UNKNOWN","INOTROP_VASO_PCW_TRR_UNKNOWN","INOTROP_VASO_SYS_TCR_UNKNOWN","INOTROP_VASO_SYS_TRR_UNKNOWN","INOTROPES_TRR_N","INOTROPIC_N","LIFE_SUP_TRR_N","LIFE_SUP_TRR_UNKNOWN","MED_COND_TRR_ICU_HOSPITALIZED","PRIOR_CARD_SURG_TCR_N","PRIOR_CARD_SURG_TRR_UNKNOWN","PROC_TY_HR_BICAVAL","PROC_TY_HR_OTHER","PT_T4_DON_N","REGION_NOTH_EAST","REGION_SOUTH_EAST","SHARE_TY_LOCAL","STERNOTOMY_TRR_MORE","SUD_DEATH_UNKNOWN","TCR_DGN_CORONARY","TCR_DGN_DILATED_MYOPATHY_IDI","TCR_DGN_DILATED_MYOPATHY_OTH","THORACIC_DGN_DILATED_MYOPATHY_IDI","THORACIC_DGN_OTHER","TRANSFUSIONS_N","VASODIL_DON_N","VENT_SUPPORT_AFTER_LIST_N","VENT_SUPPORT_TRR_N","GENDER_MAT_N","CARD_SURG_N","ANCEF_N","BUN_DON","DAYS_STAT1A","WGT_KG_DON_CALC","ABO_DON_A","BRONCHO_LT_DON_N","CMV_DON_NEGATIVE","CMV_DON_POSITIVE","COD_CAD_DON_HEAD_TRAUMA","CRSMATCH_DONE_N","DIAB_OTHER","DRMIS_ONE_MISMATCHED","DRMIS_TWO_MISMATCHED","EBV_SEROSTATUS_NEGATIVE","EDUCATION_GRADE","ETHCAT_BLACK","FUNC_STAT_TCR_OTHER","FUNC_STAT_TRR_DISABLE","HCV_SEROSTATUS_POSITIVE","HLAMIS_LOW","INFECT_IV_DRUG_TRR_N","INOTROP_VASO_CO_TRR_N","INOTROP_VASO_MN_TRR_N","LIFE_SUP_TCR_UNKNOWN","PRI_PAYMENT_TCR_MEDICAID","PRI_PAYMENT_TCR_PRIVATE","PRI_PAYMENT_TRR_PRIVATE","PRI_PAYMENT_TRR_PUBLIC_OTHER","TCR_DGN_OTHER","TRANSFUSIONS_UNKNOWN","ETH_MAT_N","INIT_BMI_CALC","HBV_CORE_POSITIVE","PRIOR_CARD_SURG_TRR_N","COD_CAD_DON_ANOXIA","DIAB_N","HBV_SUR_ANTIGEN_POSITIVE","PRI_PAYMENT_TRR_MEDICAID","PULM_CATH_DON_N","HEMO_PA_DIA_TRR","AMIS_TWO_MISMATCHED","CHEST_XRAY_DON_NORMAL","CLIN_INFECT_DON_N","DIAB_TWO","EDUCATION_HIGH","ETHCAT_DON_HISPANIC","FUNC_STAT_TCR_ASSISTED","HLAMIS_MEDIUM","PRIOR_CARD_SURG_TYPE_TCR_MULTIPLE","PRIOR_CARD_SURG_TYPE_TCR_OTHER","DOPAMINE_N","DAYS_STAT1B","CHEST_XRAY_DON_ABNORMAL_BOTH","CONTIN_OTH_DRUG_DON_N","CORONARY_ANGIO_N","CORONARY_ANGIO_Y_ABNORMAL","DIAB_ONE","GENDER_F","HIV_SEROSTATUS_NEGATIVE","IMPL_DEFIBRIL_N","OTHER_INF_DON_N","OTHER_INF_DON_UNKNOWN","PRIOR_CARD_SURG_TYPE_TCR_CABG_ONLY","PRIOR_CARD_SURG_TYPE_TCR_UNKNOWN","PT_DIURETICS_DON_N","PT_DIURETICS_DON_UNKNOWN","PT_T4_DON_UNKNOWN","HEPARIN_N","HEPARIN_UNKNOWN","ANCEF_UNKNOWN","INIT_STAT_ONE","DOPAMINE_UNKNOWN","DIAG_DILATED_MYOPATHY_IDI","LAST_INACT_REASON_HEALTH","PULM_INF_DON_N","TATTOOS_N","INIT_AGE","BRONCHO_LT_DON_NORMAL","BRONCHO_RT_DON_NORMAL","CONTIN_OTH_DRUG_DON_UNKNOWN","EDUCATION_UNIVERSITY","IMPL_DEFIBRIL_UNKNOWN","LAST_INACT_REASON_OTHER","PROTEIN_URINE_N","ZOSYN_UNKNOWN","BRONCHO_LT_DON_OTHER","HLAMIS_HIGHEST","AGE_MAT","DIAG_DILATED_MYOPATHY_ISC","END_STAT_ONE","FUNC_STAT_TCR_DISABLE","HCV_SEROSTATUS_NEGATIVE","HTLV2_OLD_DON_NEGATIVE","PRIOR_CARD_SURG_TCR_UNKNOWN","STERNOTOMY_TRR_ONE","THORACIC_DGN_CORONARY"
-0.558816372613444,-0.00756510807000294,-0.0123342425510428,-0.0237564496899625,-0.217550638656581,-0.00122658625821498,-0.000149034205235536,1.21299508456352e-05,-0.00273596484185442,0.00435549882040799,0.00506240156421413,0.0143506762452952,-0.000580240684034055,-0.00406583818129691,-0.000115113277637196,-0.104280774800134,-0.0203808559922248,-0.000619331137579957,0.0795372443500789,-0.139967488546806,0.152300140146488,-0.133954043523514,0.102350114248787,1.10009073738011,0.159124221055342,-0.249012442362172,0.612765658397714,0.26979415937933,0.151482893616489,-0.142687294125871,-0.101779447977446,0.015384478127023,-0.106824412728074,-0.0979236822117131,-0.189099251362116,-0.234430776692621,-0.516516081718776,-0.207124534588186,0.439743347387629,1.82547234112393,-0.260954344450351,0.181422145188855,-0.242459387971478,0.0708224913220877,-0.212185185443128,-0.118794779519457,-0.160971470683111,-0.20906102159381,-0.187064783942187,-0.0960286284940796,0.0720189075145123,-0.241828104872265,0.0881300693355653,0.185127944830812,0.102733619436139,-0.245599638202123,0.266547929168802,-0.127129752530118,0.00777387134259048,0,-0.0588341437608639,0.153513496697735,0.152363500833994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0793876950252081,-0.00947391988302617,-0.0140449032333788,-0.0180357704107308,-0.198842647131786,0,-0.000161881582748171,-0.000165158463328953,-0.00289444230199854,0.00616465502813364,0,0,0.00616854005350008,-0.00261614178364548,-7.55624104900237e-05,-0.0777202835835454,-0.0114790209506801,-0.000236855716038883,0,-0.0956827494150509,0.0999500886393173,-0.0141544437626149,0.0487293114013592,0.897201974289667,0,-0.13620671514459,0.34280096729844,0.141689304817287,0,-0.063387431657947,-0.0656778744873308,0.0437997223355727,-0.121962331339873,-0.151258357619277,-0.292002518011757,0,0,0,0.0537527232957409,0,-0.107833777045309,0.0552336925100904,0,0.155500541194757,-0.161923977655296,-0.0695712718204565,-0.058261803765606,-0.129932740168587,-0.0878754849688589,-0.0572912040266612,0.09511112051454,-0.133158460781963,-0.0316900709276519,0.0974443148345491,0.110434108805103,-0.214498395452793,0.3493702519754,0,0.0585960322400379,0,-0.0446571669908664,0.259809217074921,0.0847767083704747,-0.00327182971071727,-0.000579988176382072,0.00290285553414148,0.0241529707098622,-0.253740707774635,-0.0880583843061341,-0.162562270146082,0.0978053465966711,0.109207420598114,-0.108413437841276,0.0232609518581261,-0.0448079445753918,-0.147813857386254,-0.229900822342735,-0.148647921443681,-0.0450007907684302,-0.122327170235294,-0.200437188493823,0.0435528982472068,0.155144989983132,0.0612345246445102,0.000370579233031538,0.119295731371815,-0.124052538704347,0.0310845088447322,0.012091693463744,-0.0820339714448363,-0.0305788833330162,0.227525094032989,-0.0802587741418522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.843974754817001,0,-0.016260015981178,-0.00811083517730763,-0.174776403838419,0,0,-0.00170762472092623,-0.00294795204634987,0.000545944634575478,0,0.0168622452667255,-0.00354932629731592,-0.00180915819410678,0,-0.0727470053656892,0,0,0,0,0,-0.043721049069312,0,0,0.107686811701185,-0.129049403696449,0.363457213809633,0.223114384549457,0.0864221287061341,0,0,0.128104463244141,-0.0903582483753869,-0.133042059344711,-0.137929385391023,0,0,0,0,0,-0.085282178125713,0.0320140355683137,0,0.0582726827927353,-0.32218697674881,-0.0711718189181724,0,-0.150291073576091,0,-0.0602173388467097,0,-0.107565342670856,0,0,0.159290237112023,-0.143120194103728,0.209526998083317,0,0.0278150332866326,0,0,0.25833440350431,0,-0.00452670382199034,-0.00164521913793786,0,0,0,0,-0.0981573985432374,0,0,-0.104216303605286,0.0776808283475123,0,0,0,-0.206199616441836,-0.0578548060864768,0,0,0,0.0813335586189245,0,0,0.348809643005368,0,0.0531443752750854,0.0818061474193905,-0.0639628731976345,0,0,-0.0948258925539934,-0.00275634727006784,-0.189087208688626,-0.00446827639650949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.580359753440787,0,-0.0166098006330811,-0.012160181552257,-0.134874788627302,0,0,-0.000224657077342636,-0.00249733145356755,0.00109215193970892,0,0.00261565287219938,0.00781410129658533,-0.00161688969539516,0,-0.0571363566262549,-0.0175852510998612,0,0,0,0,0,0,0,0.0928259444404512,-0.0599494145725828,0.345764644049166,0.161588937707305,0,0,0,0,-0.0961867233454516,-0.0837009039484113,0,0,0,0,0.019212977758882,0,-0.0371842772290848,0.0902174790567991,0,0.0724160150459488,-0.201384109032271,-0.0562389590498288,0,-0.138216687835377,0,0,0,0,0.125408656834483,0.113614284486792,0.0828561928044203,-0.16593592759962,0.175531020979617,0,0.0755338406220714,0,-0.0569529019228312,0.203223769332632,0,-0.00211716084668879,-0.00291252804903895,0,0,0,0.0907757557547692,0,0.0181758699886849,0,-0.103832673508904,0.0319756525413728,-0.0901850153298992,0,0,-0.313701195110439,-0.00784708100662245,0,-0.267549325674131,0,0.0382873586376858,-0.0224209858280283,0.066973444260994,0.336215293647093,0,0.0696753636203097,0.110406755984398,0,0,0,-0.0874880078151661,0,-0.249310965407385,0,-0.124080273599218,0.029083801503453,0.42379237204943,-0.157103037907446,-0.107802058358269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0522019540724345,0,-0.0162145619348837,-0.0164074004914889,-0.120379589940984,-0.000990878748637033,0,0,0,-0.000816861614256508,0,0.00567649297317562,0.00389877186291314,-0.00149152554080409,0,-0.0397172316317109,-0.0153458512995746,0,0.0815782741688366,0,0,0,0,0,0,-0.0816142474859492,0.228332345771013,0.0944412485103052,0,-0.0119262906858481,0,0,-0.16387630408637,0.0080347658526194,-0.157741499365643,0,0,0,0.0465028576393482,0,-0.031274513888744,0.0774968797241208,0,0,-0.181937753440483,0,0,-0.181183239062525,0,0,0,0,0.0873835708550703,0.11160984973902,0.111294744999484,-0.125201900336725,0.143333312883103,0,0.0472057568166364,0,-0.0690868939268596,0.163591226673997,0,-0.0033946467316001,-0.00325264210060114,0.00271810857865414,0,0,-0.0540748595528232,-0.12406950573866,0.0209152421545905,0,-0.252591803642186,0.0397462230041805,-0.0563014605355772,-0.154254547803499,0,-0.336284452205788,0,-0.0905243441824823,-0.186499635182369,0,0.107898543681587,0,0.0384725327361895,0.292078714408154,-0.0311614340237614,0.0532060165232106,0.105388288291413,0,0,0,-0.0653772803006276,0,-0.1616360271481,0,-0.132203276247989,-0.0912472855510388,0.403637051817632,-0.163270962510645,-0.152510277442851,-0.00294985611899422,-0.0057275349760029,0.106346739983841,0.0444156163290347,-0.205100325333982,-0.0432996581463784,-0.0886872063684039,0.0402534615816069,0.054084546452689,-0.235456021364232,-0.112211824013549,-0.0676129430902386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.292616390299453,0,-0.013003000567253,-0.0151486110825002,-0.108167969992915,-0.00096949954608054,0,0,0,-0.00291599205843854,0,0,0.0116854413914183,-0.00151963927890184,0,-0.0399876159456576,-0.0213525124016263,0,0.0767657317125957,0,0,0,0.0656660835326203,0.341809519489745,0.0205735053672946,-0.0528090239640438,0.303558387703963,0.129361912033634,0,0,0,0,-0.0626587867802281,0,-0.168410508142249,0,0,-0.208457858972769,0,0,-0.0501925580342942,0.0691880450354602,0,0,-0.213080785168634,0,-0.0725815096456003,-0.212413609564277,0,-0.136560288314223,-0.100720909057685,-0.101134954938528,0.0773354819736519,0.0585524583955273,0.0842227401569784,-0.177201237976951,0.134038247901288,0,0.0384176638581428,0,-0.0484439281553651,0.119564404946511,0,-0.0018757371892759,-0.00390961472443909,0.00201407239280069,0,0,0.0964403269941629,0,0.0772345584127157,0.0371667154997265,-0.206192659210387,0,-0.0661663178177315,-0.0496113222048198,0,-0.332634971459054,0,0,-0.265786055632709,0,0.0715502792665877,0.0215786001947226,0,0.252971443525514,-0.0673681248332587,0.0664056417942977,0.1008449232237,-0.101489564665262,0,0,-0.0586217009018642,0,-0.168624279390256,0,-0.0800220784450721,0,0.376817516757915,-0.181166228603487,-0.2314056395844,0,-0.0172608370586198,0.0706549247030322,0,-0.113462304044688,-0.0524707899784667,-0.0859097898098378,0.0542131527791981,0,-0.574345479391762,-0.561019133856079,-0.0701394180924287,-0.000407796311214374,-0.0266492450510414,-0.0709447694391763,0.125961610188094,-0.230234403746134,0.190884871476515,-0.0560849432369822,-0.0909393840053362,-0.0527013793602591,-0.095541192604461,0.0135257437126976,-0.44763836683166,-0.28849219586186,0.0508783069349651,-0.0929851541308822,-0.108790036424485,-0.140582898294469,-0.00744777700792952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.318868196884687,0,-0.0131988854293813,-0.0101489366090551,-0.0852986978184762,0,0,0,0,0,0,0,0.00836576809468502,-0.00138519894466372,0,-0.0328031305185844,0,0,0,0,0,0,0,0,0,-0.0583780351447695,0.241553645101049,0.114217553089783,0,0,0,0,0,0,0,0,0,0,-0.00276559957651278,0,-0.0325474802960705,0.113667054424497,0,0,0,0,0,-0.155015353489481,0,0,-0.229893696461593,0,0.104887611742616,0,0.0653001932416081,-0.140443225752778,0.0962387687639079,0,0.09202209590544,0,-0.068104091844841,0.0840823145923856,0,0,-0.00414905838230696,0,0,0,-0.0170085469083985,-0.132840346090115,0.0638366796971643,0,-0.372534370297683,0,-0.0865390406934063,0,0,-0.354068349730855,0,0,-0.29387557864039,0,0.0911916051199983,0,0,0,-0.118277042339412,0.127434369500839,0.103048554458603,0,0,0,-0.0736487506473701,-0.00269691139430421,-0.17578996393086,0,-0.12877753118928,-0.163781433846369,0,-0.0565364519829382,-0.270793121573017,0,-0.0614806933000513,0.122133057466771,0.0108930248525801,-0.365903351886795,0,0,0.0711986419090615,0,-0.358221649389713,-0.216527026537965,-0.0741278815466824,-0.000598328487361265,0,0,0,0,0,0,-0.0848987817912253,0,-0.135818373802264,0,0,0,0,0,-0.286997541328497,-0.0621953237064927,0.142300959832634,0,-0.0296747734248472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14699651732186,0,-0.0145298471748277,-0.00918557290055411,-0.062960593089103,0,0,0,0,0,0,-0.00485616185772301,0.0137377348241597,-0.00137283776595207,0,-0.0297514295530495,0,0,0,0,0,0,0,0,0,0,0.145360886991337,0,0,0,0,0,0,0,0,0,0,0,0.0870823062231378,0,-0.0436153371041508,0,0,0,0,0,0,-0.170365989654619,0,0,-0.442452969194436,0,0.063284282577689,0,0.0567044644276197,-0.0847413521121966,0.0627315459502618,0,0.0796518875787262,0,0,0.254355238597495,0,0,-0.0044000671915486,0,0,0,0,-0.105252085203126,0.081079599360333,0,-0.254599199856022,0,-0.110426715830778,0,0,-0.359714560684575,0,-0.0931824852516273,-0.348887367238903,0,0.088061030900249,0,0,0,-0.221632178991982,0.0825007312687198,0.0993770556906409,-0.096216626164772,0,0,-0.0597705826835586,0,0,0,-0.102841064992389,0,0,0,-0.23490477520666,0,-0.0473245129863289,0,0,-0.266450792855649,0,0,0,0,-0.290793046243302,-0.381731226168336,-0.0974757154664719,-0.000435229577671404,0,0,0,0,0,0,0,-0.131958180353732,-0.133839399749113,0.00350597997526024,0,-0.107350059166647,0.0779927884431451,0,0,-0.204389698836643,0,0,0,0,0.0716852308894893,-0.0833921073603092,0.0501036559871926,0.120526553936688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0135056700208355,0,-0.016144282360299,-0.00957684278257777,-0.0618567217042203,-0.000500711241340987,0,0,0,0,0.00277020623840201,0.00573313878426517,0.00252010451185675,-0.00109593306511438,0,-0.0227025449601043,-0.0147229489670255,0,0,0,0,0,0,0,0.132206657089488,0,0.203857182317908,0,0,0,0,0,0,0,0,0,0,0,0.034470451393859,0,-0.0467813476192919,0,0,0,-0.283032373341843,0,0,-0.182201636416835,0,0,-0.863909342764816,-0.126860926872852,0.016559115278681,0,0.0814477290909756,-0.142884151035923,0.0595088047251572,0,0.11511672772531,0,-0.0562837829645585,0.149474401703649,0,0,-0.00586475716699786,0,0,0,0,-0.08543120475624,0.0516219910017894,0,-0.303789253528199,0,-0.0860997182344809,0,-0.19524232676063,-0.405138899256808,0,-0.0817510529219198,-0.351355645562159,0,0,0,0,0.185352296025888,-0.189667353243574,0.0763308774431955,0.114394637320785,-0.0927239979109818,0,0,-0.055069435309726,0,0,0,-0.115990351988261,0,0,-0.0728871738147148,-0.240618999012636,0,-0.0429137989559375,0,0,-0.13843342369189,-0.0277104198099366,0,0,0,-0.200080824991112,-0.197880737741837,-0.120621903499353,0,0,0,0,0,0,0,-0.0480030809656575,-0.0583330815336857,-0.0565474225418288,0.0381977958918317,0,0,0.0924813836118533,0,0,-0.204638982226887,-0.0856958344901083,0,-0.0346939225346856,0,0.115812326806098,-0.284129316260044,0.0517684557290076,0.103258197229419,-0.00324594800130618,-0.0352278938722115,-0.0667843204689347,0.0562539801118919,0.0721275377284978,0.446747480952542,-0.315794498717479,0.0666153071895423,0,0,0,0,0,0,0,0,0,0,0,0
0.352979215325811,0,-0.0148846981124693,-0.0104098362119965,-0.0652352989062087,-0.000884519805573441,0,0,0,0,0,0,0.00875929327315711,-0.00114729206783543,0,-0.0194297008973699,0,0,0,0,0,0,0,0,0.215494624140909,0,0.101009874432068,0,0,0,0,0,0,0,0,0,0,0,0.0613051085143872,0,-0.0451769279052781,0,0,0,-0.277586774498495,0,-0.10462341129315,-0.171619401257085,0.0262287570229049,0,-1.52569550561569,0,0.169384265916461,0,0,0,0,0,0.125818061362831,0,-0.0685621445909598,0,0,0,-0.00430763157583159,0,0,0,0,-0.121228138650216,0.06611980432317,0,-0.288341062397039,0.08345454097927,-0.0370629544689905,0,0,-0.450036368119813,0,-0.153050902474809,-0.259245594313579,0,0,0,0,0,-0.1692867424439,0.109840970793623,0.171358722291538,0,0,0,-0.030754587312522,0,-0.148927712549137,0,0,0,0,-0.0889101048086552,-0.153394694914136,0,0,0,0,-0.110510691342332,0,-0.103891064993963,0,0,0,-0.31791680800632,-0.103454964431696,0,-0.078924472105708,0,0,0,0,0,-0.0706153118916273,-0.129791371383045,-0.110968411964949,0,0,-0.0231208889978071,0.0812407837345143,0,0,-0.0985304830104133,0,0,0,0,0.140192196770938,-0.761534246291494,0,0.11555719956607,-0.00425682701715231,0,0,0,0.105951436813946,1.07424259650904,-0.573526628024524,0,0,0.412483263547685,-0.0852582229871785,0,0,0,0,0,0,0,0,0
0.150680432136119,0,-0.0244337756322124,-0.0108166130773656,-0.0710511286577069,-0.00131497973985058,0,0,0,0,0,0.00359404912069141,0.00506755023661373,-0.0010581263906463,0,-0.00992892696360804,0,0,0,0,0,-0.0479334619679739,0.104377386755558,0,0.199174812569721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174048520525028,0,-0.094210749432786,0,0,0,-0.291313836048282,0.085899266147857,-0.116361946148706,-0.207726675472881,0.0613827174216099,0,-2.11177186840251,-0.0651517663532696,0.155356245596271,0,0,0,0.0772493250547988,0,0,0,-0.0891506491165152,0,0,0,-0.00292319615453981,0,0,0,0,-0.0970334020864753,0,0,-0.300303552402351,0.118890073483819,0,-0.133605135473458,0,-0.4609481082051,0,-0.145801098878633,-0.139810351853477,0,0,0,0,0,-0.0726493891157809,0.194866543062618,0.0371693927667611,-0.0753995929135336,0,0,-0.0313069920853987,0,-0.19961168885509,0,0,0,0,-0.258999434342256,0,0,0,0,0,-0.390462886153354,-0.0345879638343795,-0.128408002887332,0,0,0,0,-0.14059266556998,0,-0.0964463922959865,0,0,0,-0.456749247405574,0,-0.135422022923824,-0.123818283174953,0,0,0,0,0.0927978207069849,0,0,-0.0614357098222707,0,0,0,0,0.125825780961241,-2.00675812808798,0.0605215700926229,0,0.00414589192537127,0,0,0,0.110887341428814,1.57434390583736,-1.29226866062991,0,0,0.296433906716128,-0.0773471114253033,-0.0136688793822823,-0.0134809858521824,0.014164540808253,-0.166326553083238,0.106113450501075,0.0456069038998402,0.215623611553953,0.0405370976302169,-0.0320992318083081
